지역,구분,no.,시도,시군구,어린이집명,어린이집유형구분,운영현황,우편번호,주소,어린이집전화번호,어린이집팩스번호,보육실수,보육실면적,놀이터수,CCTV설치수,보육교직원수,정원수,현원수,위도,경도,통학차량운영여부,홈페이지주소,인가일자,휴지시작일자,휴지종료일자,폐지일자
,경기,3118,경기도,수원시권선구,아기둥지어린이집,가정,정상,16635,"경기도 수원시 권선구 서수원로 219 104동106호(오목천동, 대우푸르지오)",031-293-7752,031-293-7752,4,94,0,4,7,20,19,37.24657488,126.9669515,미운영,,2012-08-27,,,
,경기,3119,경기도,수원시권선구,포도송이어린이집,가정,정상,16671,"경기도 수원시 권선구 동수원로58번길 21 103동 101호(곡반정동,한솔아파트)",031-306-1533,031-306-1533,3,96,0,4,6,20,13,37.23579,127.0267422,미운영,,2012-08-30,,,
,경기,3120,경기도,수원시권선구,사이좋은어린이집,협동,정상,16382,"경기도 수원시 권선구 금곡로73번길 71 401동 105호(금곡동, 금곡엘지빌리지)",031-227-5925,--,3,59,0,0,3,13,6,37.27030629,126.9367162,미운영,https://saijoeun.modoo.at/?link=4kcrkoqp,2012-08-31,,,
,경기,3121,경기도,수원시권선구,오목어린이집,가정,정상,16636,"경기도 수원시 권선구 서수원로 161-11 101동 104호(오목천동, 영조아름다운나날)",031-432-9071,031-8007-0740,3,84,0,4,6,19,12,37.24071142,126.9687078,미운영,cafe.naver.com/omokchild,2012-09-14,,,
,경기,3122,경기도,수원시권선구,꿈나무어린이집,민간,정상,16589,경기도 수원시 권선구 덕영대로1145번길 46 (세류동),031-233-2442,--,9,177,1,10,17,67,31,37.25313118,127.0175051,미운영,,2012-11-30,,,
,경기,3123,경기도,수원시권선구,동수원어린이집,민간,정상,16553,경기도 수원시 권선구 동수원로242번길 5-3 1층,031-237-7004,031-237-7004,5,224,1,8,9,45,33,37.25132885,127.0348476,운영,,2013-07-18,,,
,경기,3124,경기도,수원시권선구,숲에노닐다어린이집,협동,정상,16382,"경기도 수원시 권선구 금곡로73번길 71 404동 103호(금곡동,금곡엘지빌리지)",070-8114-7943,031-298-7943,3,84,0,0,3,19,7,37.2757745,126.934231,미운영,,2014-04-04,,,
,경기,3125,경기도,수원시권선구,가온햇살어린이집,가정,정상,16389,"경기도 수원시 권선구 서수원로577번길 263 304동 104호(금곡동, 가온마을3단지)",031-302-3853,031-302-3853,4,84,0,4,4,19,8,37.27447696,126.942835,미운영,,2014-07-23,,,
,경기,3126,경기도,수원시권선구,호매실중앙어린이집,민간,재개,16389,"경기도 수원시 권선구 서수원로577번길 263 관리동 1층(금곡동, 호매실 더센트라고)",031-298-9791,--,3,102,3,4,5,38,6,37.27621073,126.943181,미운영,,2014-08-13,,,
,경기,3127,경기도,수원시권선구,호매실도담어린이집,민간,정상,16385,"경기도 수원시 권선구 금곡로 20 관리동(금곡동,Y CITY)",031-278-2606,070-8220-2606,4,148,0,7,8,39,16,37.26911948,126.9394388,미운영,,2014-08-28,,,
,경기,3128,경기도,수원시권선구,해야어린이집,민간,정상,16629,"경기도 수원시 권선구 호매실로166번길 63 관리동(호매실동, 수원호매실지구19단지)",031-292-5012,031-294-5012,6,280,3,7,13,61,33,37.26088972,126.9619104,미운영,,2014-09-11,,,
,경기,3129,경기도,수원시권선구,수피아어린이집,민간,정상,16365,"경기도 수원시 권선구 입북로77번길 62 관리동 (입북동, 서수원레이크푸르지오1단지아파트)",031-278-7051,031-278-7052,6,187,0,8,10,40,36,37.29991641,126.9541895,미운영,,2014-09-30,,,
,경기,3130,경기도,수원시권선구,굿모닝빅스맘어린이집,가정,정상,16629,"경기도 수원시 권선구 호매실로166번길 63 (호매실동, 능실마을 19단지) 1905동 104호",031-292-7940,--,3,51,0,4,5,17,10,37.26088972,126.9619104,미운영,,2014-10-13,,,
,경기,3131,경기도,수원시권선구,예슬랑어린이집,민간,정상,16365,"경기도 수원시 권선구 입북로77번길 61 (입북동,서수원레이크푸르지오2차)",031-278-7174,031-278-7174,6,138,2,10,11,52,37,37.29928851,126.9522138,미운영,,2014-10-15,,,
,경기,3132,경기도,수원시권선구,애기똥풀어린이집,가정,정상,16629,"경기도 수원시 권선구 호매실로166번길 63 1903동 102(호매실동, 스위첸 능실마을19단지)",031-302-7005,0504-098-3745,3,47,0,4,4,17,11,37.26088972,126.9619104,미운영,,2014-10-15,,,
,경기,3133,경기도,수원시권선구,노벨어린이집,민간,정상,16402,"경기도 수원시 권선구 호매실로218번길 111 관리동,(호매실동,수원호매실휴먼시아13단지)",031-292-3378,031-292-3378,6,232,4,15,13,81,44,37.26552704,126.9582103,미운영,,2015-02-23,,,
,경기,3134,경기도,수원시권선구,해모로도만스쿨어린이집,민간,정상,16459,"경기도 수원시 권선구 세류로 60 키즈센터 (세류동, 수원역해모로아파트)",031-234-8625,031-235-8625,5,134,2,6,16,50,49,37.26225432,127.0084009,미운영,,2015-08-24,,,
,경기,3135,경기도,수원시권선구,경희아이다솜어린이집,민간,정상,16593,"경기도 수원시 권선구 세권로 1 키즈센터(세류동, LH수원센트럴타운 3단지)",031-548-1153,070-7500-4001,4,213,2,7,14,78,61,37.2610741,127.0059184,미운영,,2015-08-28,,,
,경기,3136,경기도,수원시권선구,센트럴꿈어린이집,민간,정상,16592,"경기도 수원시 권선구 세류로 39 보육센터 (세류동, LH수원센트럴타운2단지)",031-234-1730,0504-348-1730,4,122,2,6,14,45,37,37.26303829,127.0075194,운영,,2015-09-02,,,
,경기,3137,경기도,수원시권선구,아이다움어린이집,가정,정상,16459,"경기도 수원시 권선구 세류로 60 108동 104호 (세류동, LH수원센트럴타운 1단지)",031-232-5386,031-232-5386,3,67,0,4,8,20,16,37.26428156,127.0098306,미운영,,2015-09-14,,,
,경기,3138,경기도,수원시권선구,늘푸른어린이집,가정,정상,16593,"경기도 수원시 권선구 세권로 1 313동 104호 (세류동, LH수원센트럴타운3단지)",031-223-7713,--,3,67,0,4,9,20,13,37.26087591,127.0052138,미운영,,2015-09-14,,,
,경기,3139,경기도,수원시권선구,센트럴아이사랑어린이집,가정,정상,16593,"경기도 수원시 권선구 세권로 1 314동 102호 (세류동, LH수원센트럴타운3단지)",070-7557-7557,070-7557-7557,3,67,0,4,6,20,18,37.26034202,127.0057464,미운영,,2015-09-21,,,
,경기,3140,경기도,수원시권선구,꿈마루어린이집,가정,정상,16666,"경기도 수원시 권선구 곡선로 10 506동 104호 (권선동, 수원아이파크시티5단지)",031-226-6269,0504-289-6269,4,72,0,5,7,20,20,37.2390277,127.0243598,미운영,,2015-10-08,,,
,경기,3141,경기도,수원시권선구,서희어린이집,가정,정상,16631,"경기도 수원시 권선구 온정로9번길 36 103동 102호(오목천동, 서희스타힐스)",031-298-3770,031-298-3770,4,64,0,4,6,20,8,37.24676895,126.9631213,미운영,,2016-03-10,,,
,경기,3142,경기도,수원시권선구,다숲어린이집,민간,정상,16666,"경기도 수원시 권선구 곡선로 20 관리동 (권선동, 아이파크시티6단지)",031-224-8858,070-8668-8858,5,136,1,8,14,51,44,37.23889436,127.0263799,미운영,,2016-09-27,,,
,경기,3143,경기도,수원시권선구,아이파크리베어린이집,민간,정상,16666,"경기도 수원시 권선구 곡선로 10 관리동 (권선동, 아이파크시티5단지)",031-222-5900,031-222-5900,5,126,0,8,12,47,33,37.23833813,127.0256274,미운영,,2016-10-12,,,
,경기,3144,경기도,수원시권선구,아이도담어린이집,가정,정상,16662,"경기도 수원시 권선구 덕영대로1190번길 100 706동 102호(권선동, 아이파크시티7단지)",031-234-0505,--,3,58,0,4,6,20,16,37.24725943,127.0208064,미운영,,2016-10-25,,,
,경기,3145,경기도,수원시권선구,아해나래어린이집,가정,정상,16662,"경기도 수원시 권선구 덕영대로1190번길 100 713동 101호 (권선동, 아이파크시티7단지)",010-9055-0913,--,3,49,0,4,6,18,18,37.24673917,127.0202681,미운영,,2016-10-27,,,
,경기,3146,경기도,수원시권선구,소나무어린이집,가정,정상,16662,"경기도 수원시 권선구 덕영대로1190번길 100 702동 102호 (권선동, 아이파크시티7단지)",031-232-7575,--,3,60,0,4,7,20,19,37.24515323,127.020834,미운영,,2016-12-27,,,
,경기,3147,경기도,수원시권선구,서희하린어린이집,민간,정상,16631,"경기도 수원시 권선구 온정로9번길 36 관리동 어린이집 (오목천동, 서희스타힐스)",031-293-1066,--,4,155,1,8,10,50,29,37.24743583,126.9634703,미운영,,2017-02-28,,,
,경기,3148,경기도,수원시권선구,민들레어린이집,가정,정상,16629,"경기도 수원시 권선구 호매실로166번길 70 2002동 104호(호매실동, 호매실20단지)",031-293-2369,--,4,68,0,4,6,20,15,37.25723631,126.9614929,미운영,,2017-03-08,,,
,경기,3149,경기도,수원시권선구,야호어린이집,민간,정상,16629,"경기도 수원시 권선구 호매실로166번길 70 관리동어린이집(호매실동, 능실마을20단지)",031-292-2523,--,5,178,1,6,10,59,33,37.25729242,126.9608842,미운영,,2017-03-09,,,
,경기,3150,경기도,수원시권선구,사랑별어린이집,민간,정상,16662,"경기도 수원시 권선구 덕영대로1190번길 100 720동 관리동 (권선동, 아이파크시티7단지)",031-233-1819,031-222-1819,8,212,1,12,18,80,59,37.24561975,127.0194986,미운영,,2017-05-23,,,
,경기,3151,경기도,수원시권선구,안심어린이집,가정,정상,16397,"경기도 수원시 권선구 매곡로 43 207동 104호(금곡동,호반베르디움아파트)",031-429-5748,--,3,60,0,4,8,20,12,37.27114698,126.951519,미운영,,2017-07-28,,,
,경기,3152,경기도,수원시권선구,유니아이어린이집,민간,정상,16387,경기도 수원시 권선구 금곡로140번길 73 관리동,031-297-7897,070-7545-7897,8,227,2,11,12,84,42,37.27069868,126.946209,미운영,,2017-12-19,,,
,경기,3153,경기도,수원시권선구,호반 라온어린이집,민간,정상,16397,"경기도 수원시 권선구 매곡로 67 관리동(금곡동,호반써밋 수원)",031-294-1579,031-293-1579,5,156,1,9,19,59,58,37.27169993,126.9541767,미운영,,2018-01-10,,,
,경기,3154,경기도,수원시권선구,벨섬어린이집,민간,정상,16402,"경기도 수원시 권선구 호매실로218번길 22 관리동(호매실마을, 14단지 벨섬시티)",031-292-6230,031-292-6231,6,265,2,12,13,92,57,37.26275261,126.9604755,미운영,..,2018-01-25,,,
,경기,3155,경기도,수원시권선구,호반센트럴어린이집,민간,정상,16397,경기도 수원시 권선구 매곡로 43 관리동(호반베르디움 더 센트럴),031-294-2226,--,7,237,1,12,18,85,83,37.26972344,126.9517635,미운영,,2018-03-02,,,
,경기,3156,경기도,수원시권선구,꿈에그린예랑어린이집,가정,정상,16640,경기도 수원시 권선구 서수원로 99 218동 103호(오목천동 꿈에그린),031-292-0660,--,3,61,1,4,8,20,18,37.23649629,126.9738954,미운영,,2018-03-26,,,
,경기,3157,경기도,수원시권선구,라온꼬마숲어린이집,가정,정상,16640,"경기도 수원시 권선구 서수원로 99 108동 101호(오목천동, 꿈에그린아파트)",031-304-5253,--,3,72,0,4,5,20,10,37.23649629,126.9738954,미운영,,2018-03-26,,,
,경기,3158,경기도,수원시권선구,서연어린이집,가정,정상,16640,경기도 수원시 권선구 서수원로 99 112동 101호(오목천동 꿈에그린),031-293-5708,031-895-5709,3,72,0,4,6,20,16,37.23649629,126.9738954,미운영,,2018-03-26,,,
,경기,3159,경기도,수원시권선구,아이꿈에어린이집,가정,정상,16640,"경기도 수원시 권선구 서수원로 99 102동 101호(오목천동,꿈에그린아파트)",031-291-1215,070-8611-1215,3,72,0,4,6,20,17,37.23649629,126.9738954,미운영,,2018-03-26,,,
,경기,3160,경기도,수원시권선구,별가람어린이집,가정,정상,16640,"경기도 수원시 권선구 서수원로 99 207동 103호(오목천동, 꿈에그린)",031-296-0609,0508-943-8338,3,66,0,4,9,20,14,37.23649629,126.9738954,미운영,,2018-03-26,,,
,경기,3161,경기도,수원시권선구,꿈동산어린이집,가정,정상,16387,"경기도 수원시 권선구 금곡로140번길 73 912동 103호(호매실동, 칠보마을9단지)",031-278-4455,031-278-4455,3,59,0,4,5,20,12,37.27063271,126.9457829,미운영,,2018-04-18,,,
,경기,3162,경기도,수원시권선구,능실꼬꼬마어린이집,가정,정상,16627,"경기도 수원시 권선구 호매실로 103 2104동 105호(호매실동, 능실마을 21단지)",031-292-7244,031-292-7244,4,45,0,4,7,17,17,37.2549571,126.961449,미운영,,2018-06-19,,,
,경기,3163,경기도,수원시권선구,해닮수자인어린이집,가정,정상,16401,경기도 수원시 권선구 칠보로 102 103동 101호 (한양수자인파크원),031-227-7272,031-227-7272,4,67,2,5,8,20,20,37.26552023,126.9521258,미운영,,2018-07-30,,,
,경기,3164,경기도,수원시권선구,예라어린이집,가정,정상,16401,경기도 수원시 권선구 칠보로 102 106동 102호 (한양수자인파크원),031-291-5550,031-291-5552,4,67,0,5,7,20,20,37.26481507,126.9519092,미운영,,2018-08-07,,,
,경기,3165,경기도,수원시권선구,송이어린이집,가정,정상,16629,"경기도 수원시 권선구 호매실로166번길 33 1806동 103호(호매실동, 힐스테이트)",031-307-1119,--,3,100,0,4,6,20,10,37.2596885,126.9588312,미운영,,2019-01-30,,,
,경기,3166,경기도,수원시권선구,아이나무어린이집,가정,정상,16629,"경기도 수원시 권선구 호매실로166번길 33 1804동 104호(호매실동, 힐스테이트)",031-296-2422,070-4064-2422,5,81,0,5,6,20,9,37.2608756,126.9587714,미운영,,2019-02-20,,,
,경기,3167,경기도,수원시권선구,자연힐스테이트어린이집,가정,정상,16629,"경기도 수원시 권선구 호매실로166번길 33 1802동 101호(호매실동, 힐스테이트)",031-212-1348,031-212-1348,3,100,0,4,6,20,12,37.26018151,126.9579545,미운영,,2019-07-15,,,
,경기,3168,경기도,수원시권선구,힐스어린이집,가정,정상,16629,"경기도 수원시 권선구 호매실로166번길 33 1805동 101호 (호매실동, 힐스테이트아파트)",031-292-3662,--,3,68,0,4,6,20,10,37.26077899,126.9594958,미운영,,2019-09-19,,,
,경기,3169,경기도,수원시권선구,봄봄어린이집,가정,정상,16668,경기도 수원시 권선구 곡반정로 158 수원하늘채더퍼스트 217동 104호,031-239-7922,--,3,58,0,4,7,20,20,37.24012419,127.035402,미운영,,2022-02-10,,,
,경기,3170,경기도,수원시권선구,하늘별어린이집,가정,정상,16668,경기도 수원시 권선구 곡반정로 188 수원하늘채더퍼스트 1단지 108동 101호,031-223-8685,--,3,66,0,4,6,20,20,37.24312461,127.0355921,미운영,https://www.instagram.com/skystar2238685,2022-02-17,,,
,경기,3171,경기도,수원시권선구,솔방울어린이집,가정,정상,16668,경기도 수원시 권선구 곡반정로 188 수원하늘채더퍼스트 1단지 114동 102호,031-221-9198,031-221-9198,3,57,0,4,7,20,20,37.24328654,127.0364431,미운영,,2022-02-17,,,
,경기,3172,경기도,수원시권선구,하늘채어린이집,가정,정상,16668,경기도 수원시 권선구 곡반정로 158 수원하늘채더퍼스트 2단지 204동 103호,031-223-7179,--,3,67,0,4,7,20,20,37.23894908,127.0327671,미운영,,2022-02-17,,,
,경기,3173,경기도,수원시권선구,새나어린이집,가정,정상,16668,경기도 수원시 권선구 곡반정로 188 수원하늘채더퍼스트 1단지 118동 103호,031-893-2335,--,3,67,0,4,7,20,20,37.24255658,127.0368203,미운영,,2022-02-21,,,
,경기,3174,경기도,수원시팔달구,샬롬어린이집,민간,정상,16439,경기도 수원시 팔달구 동말로47번길 40-6 (화서동),031-253-8123,031-253-9988,4,171,1,7,8,59,35,37.28051158,126.998804,운영,,1997-04-11,,,
,경기,3175,경기도,수원시팔달구,쁘띠어린이집,민간,정상,16461,"경기도 수원시 팔달구 매산로2가 권선로 477 (매산로2가, 대한대우아파트 관리동)",031-221-8005,031-221-8060,4,199,1,9,10,53,46,37.26545324,127.0041713,미운영,,2001-02-13,,,
,경기,3176,경기도,수원시팔달구,화양어린이집,민간,정상,16434,경기도 수원시 팔달구 화양로50번길 25 (화서동),031-243-3592,031-243-3593,8,349,2,16,17,110,81,37.28340181,126.9970494,운영,hykid.kg.kr,1998-02-23,,,
,경기,3177,경기도,수원시팔달구,세움키즈어린이집,민간,정상,16231,"경기도 수원시 팔달구 창룡대로 194 (우만동,우만주공4단지 관리동)",031-254-0403,0504-145-9867,4,156,0,8,8,46,21,37.29121898,127.0306132,미운영,,2006-07-31,,,
,경기,3178,경기도,수원시팔달구,리틀하하호호어린이집,가정,정상,16474,경기도 수원시 팔달구 장다리로219번길 13 (인계동),031-234-5469,--,4,99,0,4,6,20,20,37.2694101,127.0250186,미운영,,2006-03-17,,,
